bio01,bio02,bio05,bio08,bio14,ec,elevation,es,gHM,pdsi,soil_den_b10,moss,shrub,management,x0_1.0,x0_2.0,x0_4.0,x0_5.0,x0_7.0,x0_8.0,x0_10.0,x0_12.0,x1_Abelmoschus esculentus,x1_Allium porrum,x1_Brassica napus,x1_Coffea arabica,x1_Coffea canephora,x1_Cucumis melo,x1_Cucumis sativus,x1_Fagopyrum esculentum,x1_Fragaria x ananassa,x1_Helianthus annuus,x1_Lagenaria siceraria,x1_Luffa acutangula,x1_Macadamia integrifolia,x1_Malus domestica,x1_Mangifera indica,x1_Momordica charantia,x1_Persea americana,x1_Prunus avium,x1_Prunus dulcis,x1_Pyrus communis,x1_Rubus idaeus,x1_Solanum lycopersicum,x1_Trifolium pratense,x1_Vaccinium corymbosum,x1_Vaccinium macrocarpon,x1_Vaccinium meridionale,x1_Vicia faba,log_visit_rate
1.8406152627274777,1.1845071452930167,1.2444608491485074,1.1635238029814388,-0.7799313831717424,2.4672029591748306,0.3444237113679851,-1.3364814296065903,-0.1394853149156535,-0.9056411811838756,-1.4621985720883368,-0.1218378024567022,0.7825182443469388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.293761118528163
1.805402949789361,1.22915994480612,1.1973558023532955,1.1315311511540065,-0.8189570759816802,2.91343189432611,0.3557135872312575,-1.3290431376060283,-0.1394853149156535,-0.9056411811838756,-1.2074692523063106,-0.1218378024567022,0.8324859584230038,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4378004887511007
1.8230091062584195,1.1845071452930167,1.2209083257509017,1.1475274770677226,-0.7799313831717424,3.028508399319869,0.3632401711401057,-1.099727554448701,-0.4184107472504449,-0.8869714046432676,-1.2711515822518171,-0.1218378024567022,1.0267315640664298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.605170185988091
1.805402949789361,1.1845071452930167,1.2209083257509017,1.1315311511540065,-0.7799313831717424,2.267564642715626,0.4008730906843467,-1.2072505064272343,-0.4384465011446686,-0.8869714046432676,-1.4621985720883368,-0.1218378024567022,0.9129352509726402,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.995732273553991
1.805402949789361,1.22915994480612,1.1973558023532955,1.1315311511540065,-0.7799313831717424,2.405245340733876,0.3350154814819249,-1.0504030447316897,-0.4373863789976275,-0.8869714046432676,-1.016422262469791,-0.1218378024567022,0.9687054261826756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.506557897319982
1.7877967933203025,1.22915994480612,1.1738032789556894,1.1315311511540065,-0.8189570759816802,2.426902011278826,0.4347427182741636,-1.2299759492337352,-0.4984441225966666,-0.8869714046432676,-1.143786922360804,-0.1218378024567022,1.018719041904825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.912023005428146
1.805402949789361,1.22915994480612,1.1973558023532955,1.1315311511540065,-0.7799313831717424,2.3916515891683963,0.4610857619551323,-1.14850590075515,-0.5206076098873754,-0.8869714046432676,-0.8253752726332714,-0.1218378024567022,1.203002081407613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.912023005428146
1.752584480382185,1.22915994480612,1.1266982321604773,1.083542173412858,-0.8189570759816802,2.37219694317186,0.5495231228840987,-1.3675295505255396,-0.5206076098873754,-0.8869714046432676,-1.4621985720883368,0.70406723080902,1.1686775412152437,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3147107448397002
1.752584480382185,1.22915994480612,1.1266982321604773,1.083542173412858,-0.8189570759816802,2.37219694317186,0.5702212286334313,-1.3675295505255396,-0.4687496259199732,-0.8869714046432676,-1.5258809020338433,1.8497516502138385,1.1196721832412402,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.916290731874155
1.153975160434196,0.5147151525964695,0.4907801004251146,0.8435972847071159,0.2737623226965786,1.9266945461368097,1.3962638126295213,-1.450526929533263,0.3979618929901141,-0.2800554942319726,-0.7616929426877649,-0.1218378024567022,0.57210725235104,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6607312068216509
1.153975160434196,0.5147151525964695,0.4907801004251146,0.8435972847071159,0.2737623226965786,1.931272060679455,1.3567492471080682,-1.4374062766861428,0.3979618929901141,-0.2800554942319726,-0.8253752726332714,-0.1218378024567022,0.5085236876261007,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6607312068216509
1.153975160434196,0.5147151525964695,0.4907801004251146,0.8435972847071159,0.2737623226965786,1.9266945461368097,1.3812106448118249,-1.450526929533263,0.3979618929901141,-0.2800554942319726,-0.6980106127422583,-0.1218378024567022,0.6264372620021224,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9661128563728327
1.1715813169032545,0.5147151525964695,0.4907801004251146,0.8435972847071159,0.2737623226965786,1.9610238853622133,1.3040631597461307,-1.4571927209390376,0.4161693747587524,-0.2800554942319726,-0.5706459528512452,-0.1218378024567022,0.5883516047121242,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.525728644308256
1.118762847496079,0.5147151525964695,0.4201225302322965,0.8116046328796837,0.3127880155065163,1.926102988334384,1.4075536884927935,-1.4331603372361552,0.9515691957404172,-0.2456793977682119,-0.9527399325242843,-0.1218378024567022,0.8655795548019963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8134107167600364
1.118762847496079,0.5147151525964695,0.4201225302322965,0.8116046328796837,0.3127880155065163,1.926102988334384,1.4150802724016418,-1.4331603372361552,0.9515691957404172,-0.2456793977682119,-0.6343282827967518,-0.1218378024567022,0.8693499751569183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7147984280919266
1.1715813169032545,0.5593679521095727,0.4907801004251146,0.8595936106208321,0.2737623226965786,1.9808719929367504,1.2890099919284344,-1.4586875274085265,1.0497797479824729,-0.2456793977682119,-0.6980106127422583,-0.1218378024567022,0.69788177587346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.659260036932778
1.1715813169032545,0.5593679521095727,0.4907801004251146,0.8595936106208321,0.2737623226965786,1.6715927691768175,1.2927732838828585,-1.4362204849020626,1.0497797479824729,-0.2456793977682119,-0.6980106127422583,-0.1218378024567022,0.7288287100858988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4696759700589417
