bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,chili,def,dist_seminat,ec,ei,elevation,es,et,gHM,gpp,le,pdsi,pet,ple,ro,soil,soil_carbon_b10,soil_clay_b10,soil_den_b10,soil_pH_b10,soil_sand_b10,soil_water_b10,srad,swe,topo_div,vap,vpd,vs,activity,bare,cropland,grass,moss,shrub,tree,urban,lc_div,management,study_id,site_id,author_id,x0_1.0,x0_2.0,x0_4.0,x0_5.0,x0_6.0,x0_7.0,x0_8.0,x0_10.0,x0_12.0,x1_Abelmoschus esculentus,x1_Allium porrum,x1_Brassica napus,x1_Brassica rapa,x1_Citrus limon,x1_Coffea arabica,x1_Coffea canephora,x1_Cucumis melo,x1_Cucumis sativus,x1_Cucurbita pepo,x1_Fagopyrum esculentum,x1_Fragaria x ananassa,x1_Gossypium hirsutum,x1_Helianthus annuus,x1_Lagenaria siceraria,x1_Luffa acutangula,x1_Malus domestica,x1_Mangifera indica,x1_Momordica charantia,x1_Persea americana,x1_Prunus avium,x1_Prunus dulcis,x1_Pyrus communis,x1_Solanum lycopersicum,x1_Trifolium pratense,x1_Vaccinium corymbosum,x1_Vaccinium macrocarpon,x1_Vaccinium meridionale,x1_Vicia faba,log_visit_rate,log_vr_small,log_vr_large
-0.35687288105661014,0.7356469717046205,-0.6695787829455597,1.2407288376528405,0.6976205452654245,-0.9084918852245453,1.3386169640149645,0.6125133178772549,-1.1316303060996546,0.598942718815492,-0.7712882882024247,0.1466043965267693,-0.3349751568266539,1.2897952205024876,-0.800353535433836,-0.29260533431977803,1.349532605408467,0.46813663470055533,0.036744059411966914,0.16663427857759616,-1.066621958092863,-0.4919396811601431,-0.6092289998290099,-0.4415934044998948,-0.538454291232706,0.1658547114622785,-0.2199491488774171,0.27299114688486525,-0.8665507790326336,-0.22632151721318952,1.7947264196413721,-0.55690976368575,-0.5676942883346217,0.1403564933783514,-0.05150043395059093,-0.6356376467711734,-0.581631627980963,0.6167363366075702,-0.7236649187402435,-0.6435680556397093,-0.6946273656563907,-0.17027081099022454,0.2723934318944086,-0.3030750108177692,-0.4504256999009331,-0.07436488725929005,-0.0827084355571464,0.27393193717277586,-0.6700966476570797,-1.015809922042017,-0.046323611543732796,-0.12297879303553594,-0.69806971034047,0.6481723921685686,1.440876050680325,0.0,0.0,Rachael_Winfree_Cucumis_melo_USA_2004,bar,RachaelWinfree,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35667494393873245,-0.6931471805599453,-1.3217558399823195
-0.33923071162980567,0.8273524062808216,-0.6695787829455597,1.24035988629118,0.79326762502747,-0.8734423483461422,1.351134954457027,0.628475248188895,-1.110687476451277,0.6257988644138178,-0.7484374870367753,0.1758874724570394,-0.3208729543325651,1.2511478021954086,-0.800353535433836,-0.28005673878892257,1.349532605408467,0.5240026727923176,0.036744059411966914,0.19485505195930475,-1.0635270331045634,-0.4919396811601431,-0.8090622772174241,-0.5843000515928616,-0.5636189763986844,0.8275863609277142,-0.4901287858198892,0.9058330368213636,-1.1179834908194946,-0.4986412658945154,1.668715405598569,-0.49102829668924913,-0.5019224985993169,0.13847663565000093,0.08788281316071712,-0.9120137738430956,-0.25503141457380896,0.8732375202787414,-0.3342470848403012,-1.33718885338768,-0.8426988637969465,-0.17843103010622047,0.37117400636993636,-0.2893682457666396,-0.4700339179232823,-0.07808701253767027,-0.059303106974633646,0.17814877413698627,-0.7698428860951874,-1.0047435260575162,-0.19272065436342606,-0.12297879303553594,-0.7143119163990445,0.42347084964189596,2.181776350582395,0.0,0.0,Rachael_Winfree_Cucumis_melo_USA_2004,del,RachaelWinfree,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0986122886681098,-1.0986122886681098,-2.70805020110221
-0.32158854220300126,0.9190578408570227,-0.6031617385773389,1.2185917559532071,0.8410911649084926,-0.8734423483461422,1.3761709353411524,0.8679042028634961,-1.0897446468028993,0.6526550100121437,-0.7255866858711257,0.1960195871591001,-0.2738656126856022,1.2897952205024876,-0.7389800957306779,-0.24241095219635628,1.3990915038511609,0.6117921612222297,0.05213240119938661,0.05375118505076174,-1.039541364189908,-0.2673422310514763,-0.8865038642420444,-0.6096583975087514,-0.641048776909387,0.8745553284921702,-0.37201216452506225,0.04688906515345023,-1.1747834770556578,-0.38370535278201334,1.425841718683994,-0.37744117449472525,-0.3906373571272891,0.15915507133860451,0.08010606546781152,-0.9120137738430956,-0.36389815237619366,1.001488112114327,-0.8534708633735577,-1.2601198758601275,-1.138841860078058,-0.14711343742480276,0.3577039280078733,-0.7645451090497584,-0.44326443741759647,-0.06319851097749467,-0.11173104421279473,0.25677764028040223,-0.6172335419825009,-0.6878195628162184,0.02949326011889579,-0.12297879303553594,-0.6723985593953125,0.3214950638986814,1.383288865957408,0.4161167245401208,0.0,Rachael_Winfree_Cucumis_melo_USA_2004,ker,RachaelWinfree,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3025850929940455,-3.4011973816621555,-2.0149030205422647
-0.2863042033493923,0.8273524062808216,-0.6695787829455597,1.1628801003424634,0.8171793949679812,-0.8267096325082716,1.3135809831308394,0.8679042028634961,-1.047858987506144,0.6257988644138178,-0.6798850835398269,0.18137804919396502,-0.2832670810149948,1.3284426388095667,-0.7389800957306779,-0.24241095219635628,1.4114812284618343,0.5878495734686173,0.055979486646241534,0.13841350519588755,-1.012460770286953,-0.4919396811601431,-1.7144888575992647,-0.9897588600938727,-0.6952496372668787,4.765252841203511,0.0,1.2464666624158678,-2.333673689380667,0.0,1.3895434641214033,-6.299719452099535e-16,-8.262305841213069e-16,0.09899962177556149,0.09565956085362272,-0.3592615196992513,-1.1259653169928865,1.322114591703291,-0.5938589741069294,0.9748804724388886,-1.8791993507808369,-0.1374093969331876,0.16912283093899116,-0.9413870963938167,-0.40097888683396476,-0.059476385699114453,0.09610827692534836,0.2707971442240012,-0.250206167506081,-0.9465318311344726,-0.3363538703731109,-0.12297879303553594,-0.7895134733393581,0.1717483127932106,2.8930421254535084,0.0,0.0,Rachael_Winfree_Cucumis_melo_USA_2004,lee,RachaelWinfree,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70805020110221,-2.3025850929940455,-3.4011973816621555
-0.33923071162980567,0.8732051235689222,-0.6031617385773389,1.20715426374173,0.79326762502747,-0.8617591693866745,1.3386169640149645,0.8519422725518561,-1.1002160616270882,0.598942718815492,-0.7370120864539506,0.20883093287859325,-0.2738656126856022,1.3284426388095667,-0.769666815582257,-0.2399012330901852,1.4238709530725078,0.6197730238067672,0.05982657209309646,-0.002690361712655469,-1.0329646485085293,-0.2673422310514763,-0.507096138348823,-0.3124537257547623,-0.6216913267817114,-0.2683801423595948,0.1597505807857142,0.3243287579383638,-0.6827327217986795,0.1570158748154395,1.4225955331985647,-0.5787815683724348,-0.5880649468149333,0.14975578247126936,0.08967744724369534,-0.6356376467711734,-0.14616467677142428,1.1297387039499125,-0.4640530294736153,-1.105981920805023,-0.8426988637969465,-0.14512851969062374,0.30382361455962126,-0.6093370214620676,-0.43968380617592817,-0.04086575841390388,-0.09581542014755068,0.25754917642083164,-0.7728488719897514,-0.845309204760848,0.0012395764746644681,-0.12297879303553594,-0.7850522962029081,0.5925909481812328,1.1760630134214034,0.0,0.0,Rachael_Winfree_Cucumis_melo_USA_2004,lit,RachaelWinfree,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.791759469228055,-2.0149030205422647,-2.3025850929940455
-0.23337769506897899,0.5980888198403187,-0.7359958273137807,1.2558558434809233,0.8650029348490039,-0.8033432745893362,1.3135809831308394,0.9477138544216965,-1.0583304023303326,0.7869357380037726,-0.6913104841226516,0.1539251655093368,-0.3302744226619576,1.2897952205024876,-0.800353535433836,-0.29009561521360694,1.374312054629814,0.4920792224541677,0.044438230305676764,0.19485505195930475,-1.0480524079773685,-0.2673422310514763,-1.7144888575992647,-0.9897588600938727,-0.6507275019732248,5.0156389457663995,0.0,0.7539281422187845,-2.333673689380667,0.0,1.7472140700552226,-6.299719452099535e-16,-8.262305841213069e-16,0.09711976382162821,-0.05489029817002699,-0.3592615196992513,-0.6904983657833477,1.1297387039499125,-0.5938589741069294,-0.2582231680019479,-1.4349848563591696,-0.16762425401131917,0.12871259585280212,-0.1852350716818524,-0.4241677360979823,0.06707587912566983,-0.04151505734180044,0.27571746013296455,-0.041411448979557265,-1.0585698318319015,0.2024763661115807,-0.12297879303553594,-0.654620426379925,0.189285311497949,2.420392299874227,0.0,0.0,Rachael_Winfree_Cucumis_melo_USA_2004,map,RachaelWinfree,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0986122886681098,-1.3217558399823195,-2.0149030205422647
-0.32158854220300126,0.9190578408570227,-0.6695787829455597,1.2481078648860515,0.8650029348490039,-0.8968087062650776,1.41372490666734,0.8679042028634961,-1.110687476451277,0.6526550100121437,-0.7484374870367753,0.18869881817653256,-0.3114714860031725,1.2897952205024876,-0.800353535433836,-0.27252758147040934,1.3867017792404874,0.54794526054593,0.048285315752531685,-0.11557345523948989,-1.0538553923884606,-0.2673422310514763,-0.6607445087781169,-0.45989335396691644,-0.6120126017178735,0.21683283170317705,-0.5060934068852588,0.37485252968979405,-0.8656628843658151,-0.512055162557428,1.6200226250877767,-0.8852088403019636,-0.8955514865042089,0.12719748882873252,0.11699576614212512,-0.6356376467711734,-0.581631627980963,0.680861632525363,0.05517074905964113,-1.0289129432774708,-0.5465558675158351,-0.16299277929823483,0.3487238755868969,-0.3919797035398635,-0.4606560748771283,-0.04831000941731906,-0.09581542014755068,0.20008876258717428,-0.43322130509263085,-0.5341670746734178,0.3537854170787474,-0.12297879303553594,-0.6693554716713419,0.3647526451415473,0.5171612340266311,0.4161167245401208,0.0,Rachael_Winfree_Cucumis_melo_USA_2004,non,RachaelWinfree,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0149030205422647,-2.3025850929940455,-2.3025850929940455
-0.4097993893370235,1.0107632754332239,-0.6031617385773389,1.251797378502657,0.8171793949679812,-0.9435414221029483,1.4387608875514653,0.7880945513052957,-1.1525731357480324,0.5452304276188404,-0.7941390893680741,0.19052901042217443,-0.3255736884972613,1.2897952205024876,-0.800353535433836,-0.27754701968275153,1.3867017792404874,0.5240026727923176,0.048285315752531685,0.05375118505076174,-1.0859652394786445,-0.4919396811601431,-0.5146058682197259,-0.2994520588958436,-0.5287755661688682,-0.25997488126677776,0.25149498112640967,-0.12988102474615476,-0.7026691439837925,0.2446690207900605,1.6852414403142144,-0.32891639002256057,-0.3380986588952991,0.19299251180240976,0.14850156456750407,-0.3592615196992513,-0.25503141457380896,0.8091122243609485,-0.2044411402069871,-1.645464763497889,-0.5465558675158351,-0.19938293775818333,0.6181254428281571,-0.10907161805261041,-0.4937342859361095,-0.20463927736245455,-0.1061137652631152,0.12749416528091717,-0.6945941989429154,-0.5321726403188554,0.6476339605610995,-0.12297879303553594,-0.451448409517657,0.4470449703941166,-0.18013162692035964,0.0,0.0,Rachael_Winfree_Cucumis_melo_USA_2004,pen,RachaelWinfree,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3025850929940455,-2.0149030205422647,-3.4011973816621555
-0.392157219910219,1.2400268618737267,-0.536744694209118,1.261021162544171,0.8889147047895153,-0.955224601062416,1.4888328493197158,0.8040564816169358,-1.1525731357480324,0.5720865732171663,-0.7941390893680741,0.16673651122883,-0.3302744226619576,1.2511478021954086,-0.8310402552854151,-0.28507617700126475,1.3619223300191405,0.5000600850387051,0.040591144858821836,0.13841350519588755,-1.100279267677197,-0.4919396811601431,-1.7144888575992647,-0.9897588600938727,-0.6236270717944788,4.546804273122598,0.0,-0.23464508923517238,-2.333673689380667,0.0,1.6386144140100793,-6.299719452099535e-16,-8.262305841213069e-16,0.24750838818040136,0.26894145183428064,-0.6356376467711734,-0.36389815237619366,0.8091122243609485,0.05517074905964113,-0.9518439657499185,-0.6946273656563907,-0.2115129923425373,0.8560968274042048,1.0971820975658562,-0.5135130115721118,-0.2939702876168177,-0.17820217770169863,0.11139891985239847,0.08070621645694911,-0.7758404457646455,0.3317541843021981,-0.12297879303553594,-0.5557740123118551,0.6372742219505813,0.041375556847765886,0.0,0.0,Rachael_Winfree_Cucumis_melo_USA_2004,phi,RachaelWinfree,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6286086594223742,-3.4011973816621555,-0.5679840376059393
-0.392157219910219,0.8273524062808216,-0.6695787829455597,1.2540110866726204,0.6976205452654245,-0.9435414221029483,1.3761709353411524,0.5805894572539748,-1.1630445505722213,0.5183742820205146,-0.8055644899508988,0.15209497326369492,-0.3396758909913502,1.2511478021954086,-0.800353535433836,-0.29009561521360694,1.3247531561871202,0.48409835986963023,0.029049888518257065,-0.2002357753846157,-1.0790016581853341,-0.2673422310514763,-0.5189513184774927,-0.3361922359397284,-0.5307113111816358,-0.20862857564265966,0.019764786605862374,0.6675529797963454,-0.6768687660072337,0.013345983424811922,1.7640352124134964,-0.31350405149166016,-0.32363183396857204,0.16855436043152244,0.009716528817188761,-0.9120137738430956,-0.14616467677142428,1.0656134080321198,-0.3342470848403012,-1.5683957859703368,-0.8426988637969465,-0.19805965926873065,0.44750445060122784,-0.25455541985896435,-0.4787297366530482,-0.16369589751365318,-0.07147387765778732,0.19813063806842124,-0.4353045163333497,-0.5712226740292243,0.7668267325393986,-0.12297879303553594,-0.49573238954060633,-0.05065929984847754,1.1886598535519757,0.0,0.0,Rachael_Winfree_Cucumis_melo_USA_2004,ray,RachaelWinfree,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70805020110221,-2.3025850929940455,-3.4011973816621555
