bio01,bio02,bio05,bio08,bio14,ec,elevation,es,gHM,pdsi,soil_den_b10,moss,shrub,management,x0_1.0,x0_2.0,x0_4.0,x0_5.0,x0_7.0,x0_8.0,x0_10.0,x0_12.0,x1_Abelmoschus esculentus,x1_Allium porrum,x1_Brassica napus,x1_Coffea arabica,x1_Coffea canephora,x1_Cucumis melo,x1_Cucumis sativus,x1_Fagopyrum esculentum,x1_Fragaria x ananassa,x1_Helianthus annuus,x1_Lagenaria siceraria,x1_Luffa acutangula,x1_Macadamia integrifolia,x1_Malus domestica,x1_Mangifera indica,x1_Momordica charantia,x1_Persea americana,x1_Prunus avium,x1_Prunus dulcis,x1_Pyrus communis,x1_Rubus idaeus,x1_Solanum lycopersicum,x1_Trifolium pratense,x1_Vaccinium corymbosum,x1_Vaccinium macrocarpon,x1_Vaccinium meridionale,x1_Vicia faba,log_visit_rate
-0.3777604523738946,0.693326350648882,0.6792002876059628,0.6196487219150899,1.3274560285648995,-0.6085763912607104,-0.5305416680356182,0.1627646583013388,0.2726307931557761,1.811848515400911,0.639318316113379,-0.1218378024567022,-0.7213531258765561,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3566749439387324
-0.3601542959048361,0.7826319496750883,0.7734103811963869,0.635645047828806,1.2884303357549616,-0.8046970210661251,-0.5550030657393749,0.8240487787714076,0.9043616587394572,1.685308918610826,0.8940476358954051,-0.1218378024567022,-0.7369420381006533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0986122886681098
-0.3425481394357776,0.8719375487012947,0.8205154279915989,0.8755899365345482,1.3274560285648995,-0.8806998421121853,-0.6302689048278569,0.8709859812315581,0.0469256587867608,1.4414164410639638,1.0214122957864182,-0.1218378024567022,-0.6967145196839971,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.302585092994045
-0.3073358264976605,0.7826319496750883,0.796962904593993,0.8755899365345482,1.3664817213748373,-1.6933019296565135,-0.6829549921897943,4.7590522159157,1.244397264102617,1.4049659249608724,1.339823945513951,-0.1218378024567022,-0.8091188388400526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70805020110221
-0.3601542959048361,0.8272847491881915,0.7734103811963869,0.8595936106208321,1.3664817213748373,-0.5083410281665516,-0.6114524450557364,-0.271176522567093,0.3238782753208384,1.4381566386923037,1.1487769556774314,-0.1218378024567022,-0.8048370991216013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.791759469228055
-0.254517357090485,0.5593679521095727,0.844067951389205,0.9555715661031288,1.3274560285648995,-1.6933019296565135,-0.6396771347139171,5.009268984401164,0.7527234500815023,1.7641368641230415,1.1487769556774314,-0.1218378024567022,-0.6796514585403481,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0986122886681098
-0.3425481394357776,0.8719375487012947,0.844067951389205,0.8755899365345482,1.3274560285648995,-0.6591348077160823,-0.6020442151696761,0.2137083020486986,0.3743133469692813,1.636411884813996,0.7030006460588856,-0.1218378024567022,-0.6937938310011835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0149030205422647
-0.4305789217810701,0.961243147727501,0.796962904593993,0.7956083069659675,1.3274560285648995,-0.515711236828482,-0.5211334381495579,-0.2627769459508395,-0.1295340915511759,1.701904275654349,0.8303653059498987,-0.1218378024567022,-0.484651424318601,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.302585092994045
-0.4129727653120116,1.1845071452930167,0.867620474786811,0.8116046328796837,1.2884303357549616,-1.6933019296565135,-0.6133340910329484,4.540751384562042,-0.234114231068098,1.6550816613546038,0.8303653059498987,-0.1218378024567022,-0.5847808438580254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6286086594223742
-0.4129727653120116,0.7826319496750883,0.6792002876059628,0.5876560700876576,1.2884303357549616,-0.5199759541592439,-0.52301508412677,-0.2114653658239684,0.6664999288674851,1.781028566707401,1.0850946257319247,-0.1218378024567022,-0.5271542145813185,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70805020110221
