bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,chili,def,dist_seminat,ec,ei,elevation,es,et,gHM,gpp,le,pdsi,pet,ple,ro,soil,soil_carbon_b10,soil_clay_b10,soil_den_b10,soil_pH_b10,soil_sand_b10,soil_water_b10,srad,swe,topo_div,vap,vpd,vs,activity,bare,cropland,grass,moss,shrub,tree,urban,management,x0_1.0,x0_2.0,x0_4.0,x0_5.0,x0_6.0,x0_7.0,x0_8.0,x0_10.0,x0_12.0,x1_Abelmoschus esculentus,x1_Allium porrum,x1_Brassica napus,x1_Brassica rapa,x1_Citrus limon,x1_Coffea arabica,x1_Coffea canephora,x1_Cucumis melo,x1_Cucumis sativus,x1_Cucurbita pepo,x1_Fagopyrum esculentum,x1_Fragaria x ananassa,x1_Gossypium hirsutum,x1_Helianthus annuus,x1_Lagenaria siceraria,x1_Luffa acutangula,x1_Macadamia integrifolia,x1_Malus domestica,x1_Mangifera indica,x1_Momordica charantia,x1_Persea americana,x1_Prunus avium,x1_Prunus dulcis,x1_Pyrus communis,x1_Rubus idaeus,x1_Solanum lycopersicum,x1_Trifolium pratense,x1_Vaccinium corymbosum,x1_Vaccinium macrocarpon,x1_Vaccinium meridionale,x1_Vicia faba,log_visit_rate
-0.3777604523738946,0.693326350648882,-0.6864841826906476,1.2751020883126247,0.6792002876059628,-0.9392828369645367,1.3747194873162465,0.6196487219150899,-1.1608446331024571,0.5878068338195773,-0.7988596784351284,0.14671069266442066,-0.33153132039930144,1.3274560285648995,-0.8120761811418816,-0.288995992429164,1.3885009630174012,0.4657850493030102,0.038203382752978486,0.15234471683869724,-1.0258837434010142,-0.4878977449679475,-0.6085763912607104,-0.4341214371455033,-0.5305416680356182,0.1627646583013388,-0.22033354985902642,0.27263079315577615,-0.8501152734898215,-0.22672060961710092,1.811848515400911,-0.5683200664892616,-0.5794590600140408,0.15323248037077314,-0.019011072571786355,-0.6475316919983846,-0.599647910749903,0.639318316113379,-0.737004651193446,-0.6555575369279434,-0.7065112956346705,-0.1867440172742219,0.3005439663208124,-0.30085047767263445,-0.45830224163112515,-0.08863540502604854,-0.09929968869204078,0.2696466082197556,-0.6029269113717529,-1.0212784447052432,-0.07345795257264588,-0.12183780245670227,-0.7213531258765561,0.6827868515675947,1.4765990525745867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35667494393873245
-0.3601542959048361,0.7826319496750883,-0.6864841826906476,1.2747316684127203,0.7734103811963869,-0.9040140818865096,1.3873624296770557,0.635645047828806,-1.139829790167028,0.6144237522049193,-0.7759545330600761,0.1751402092391627,-0.31720850466060696,1.2884303357549616,-0.8120761811418816,-0.2763999905798725,1.3885009630174012,0.520142695528882,0.038203382752978486,0.18043442039065524,-1.0230106065454123,-0.4878977449679475,-0.8046970210661251,-0.5721549216840573,-0.5550030657393749,0.8240487787714076,-0.48197901318721137,0.9043616587394571,-1.0986269402800573,-0.4900965139590997,1.6853089186108259,-0.5028649327889915,-0.514171994301687,0.15133685735573538,0.12098999802851118,-0.9282247667344413,-0.2717887334340771,0.8940476358954051,-0.34971593252708594,-1.3527377746132168,-0.8537755594729686,-0.1948045756210573,0.4009082794278119,-0.28717353177002136,-0.47771982521709144,-0.09217632886861199,-0.07620794039379566,0.1763644139592483,-0.6846766658073274,-1.0101891667140392,-0.21797903888976564,-0.12183780245670227,-0.7369420381006533,0.4553216170662937,2.230822232960747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0986122886681098
-0.3425481394357776,0.8719375487012947,-0.6217830182942722,1.252876894318359,0.8205154279915989,-0.9040140818865096,1.4126483143986743,0.8755899365345482,-1.1188149472315991,0.6410406705902614,-0.7530493876850237,0.1946855018842979,-0.2694657855316255,1.3274560285648995,-0.7497027723732281,-0.2386119850319981,1.4386094643590828,0.6055618538838236,0.05374865749626677,0.039985902630865315,-1.0007437956774636,-0.26434187546828647,-0.8806998421121853,-0.5966828670895995,-0.6302689048278569,0.8709859812315581,-0.3675933457283972,0.04692565878676083,-1.1547670469228914,-0.3789354608075607,1.4414164410639638,-0.39001285755717596,-0.40370700052042585,0.17218871120357468,0.11317877949716411,-0.9282247667344413,-0.3810751258726857,1.0214122957864182,-0.8661008907488994,-1.2752733037592974,-1.1483040871495647,-0.16386946474932146,0.3872222367065192,-0.7613166449738928,-0.45121060216175873,-0.0780126330734476,-0.12793345777894127,0.25294022262546384,-0.5596015090782104,-0.6926098992290286,0.0013873888550758036,-0.12183780245670227,-0.6967145196839971,0.3520915913321298,1.417976334218359,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3025850929940455
-0.30733582649766056,0.7826319496750883,-0.6864841826906476,1.19694348943279,0.796962904593993,-0.8569890751158067,1.3494336025946279,0.8755899365345482,-1.076785261360741,0.6144237522049193,-0.7072390969349189,0.18047074359692686,-0.2790143293574218,1.3664817213748373,-0.7497027723732281,-0.2386119850319981,1.4511365896945032,0.5822657197870214,0.05763497618208884,0.12425501328673927,-0.9756038479539132,-0.4878977449679475,-1.6933019296565135,-0.9643363183767076,-0.6829549921897943,4.7590522159157,0.0,1.244397264102617,-2.3001937348230457,0.0,1.4049659249608724,0.0,-8.201414414321352e-16,0.11152877244761988,0.12880121655985827,-0.3668386172623279,-1.1460798729429462,1.339823945513951,-0.6079084116379927,0.9711963510043611,-1.884625406341055,-0.15428393971980509,0.19561763860842088,-0.937773911527532,-0.4093361589053438,-0.07447170923088414,0.07712127039035184,0.26659366701854675,-0.25879419840254414,-0.9518571073656408,-0.35977171454174134,-0.12183780245670227,-0.8091188388400526,0.2005030464872692,2.954877999835217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70805020110221
-0.3601542959048361,0.8272847491881915,-0.6217830182942722,1.2413938774213216,0.7734103811963869,-0.8922578301938339,1.3747194873162465,0.8595936106208321,-1.1293223686993137,0.5878068338195773,-0.7645019603725499,0.20712341538574755,-0.2694657855316255,1.3664817213748373,-0.7808894767575548,-0.2360927846621398,1.4636637150299237,0.613327231916091,0.06152129486791091,-0.016193504473050655,-0.9946383797838899,-0.26434187546828647,-0.5083410281665516,-0.30921064838758694,-0.6114524450557364,-0.27117652256709307,0.1473725912016705,0.3238782753208384,-0.6684327411545837,0.1440267665189981,1.4381566386923035,-0.5900503339726676,-0.5996795910982684,0.16271059590091122,0.1227925869203605,-0.6475316919983846,-0.16250234099546845,1.1487769556774314,-0.47881217208253934,-1.1203443620514588,-0.8537755594729686,-0.16190878881861573,0.3324780658213482,-0.6064462134996227,-0.4476647824270755,-0.05676708916824568,-0.11223106831542823,0.2536916133902859,-0.6871403036603968,-0.8504251827870334,-0.026504247301493276,-0.12183780245670227,-0.8048370991216013,0.6265217897067064,1.2070241432439492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.791759469228055
-0.25451735709048506,0.5593679521095727,-0.751185347087023,1.2902893042087065,0.844067951389205,-0.8334765717304552,1.3494336025946279,0.9555715661031289,-1.0872926828284555,0.7741252625169714,-0.7186916696224451,0.15381807180810617,-0.3267570484864033,1.3274560285648995,-0.8120761811418816,-0.28647679205930576,1.4135552136882419,0.4890811833998124,0.045976020124622624,0.18043442039065524,-1.0086449220950147,-0.26434187546828647,-1.6933019296565135,-0.9643363183767076,-0.6396771347139171,5.009268984401164,0.0,0.7527234500815023,-2.3001937348230457,0.0,1.7641368641230417,0.0,-8.201414414321352e-16,0.1096331492051075,-0.022415962540605194,-0.3668386172623279,-0.7089343031885117,1.1487769556774314,-0.6079084116379927,-0.2682351826583471,-1.4428326148261608,-0.18412978269994756,0.15455951044454266,-0.183266900021952,-0.4322995622259933,0.04591970651520042,-0.058658211775801695,0.27138550986332194,-0.08767078328168802,-1.0641267692368201,0.1721538600286953,-0.12183780245670227,-0.6796514585403481,0.2182557395839302,2.4737289778892295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0986122886681098
-0.3425481394357776,0.8719375487012947,-0.6864841826906476,1.2825104863107135,0.844067951389205,-0.927526585271861,1.4505771414811024,0.8755899365345482,-1.139829790167028,0.6410406705902614,-0.7759545330600761,0.18757812274061236,-0.3076599608348107,1.3274560285648995,-0.8120761811418816,-0.26884238947029765,1.4260823390236623,0.5434388296256842,0.0498623388104447,-0.1285523186808826,-1.0140320537531395,-0.26434187546828647,-0.6591348077160823,-0.4518221248378353,-0.6020442151696761,0.21370830204869867,-0.4974393592102424,0.37431334696928137,-0.8492376940292291,-0.5030698557069985,1.636411884813996,-0.8944946484051566,-0.9049000207558526,0.1399631188105595,0.15023199568751516,-0.6475316919983846,-0.599647910749903,0.7030006460588856,0.03757278613927418,-1.0428798911975397,-0.5592470317963725,-0.1795548721949675,0.3780982080431767,-0.3895617577093721,-0.46843315515879147,-0.06384893727828318,-0.11223106831542823,0.1977315331879065,-0.4087892537547002,-0.5386397035626085,0.32152401118891927,-0.12183780245670227,-0.6937938310011835,0.3958812144505363,0.5362739820104981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0149030205422647
-0.43057892178107016,0.961243147727501,-0.6217830182942722,1.2862146853097578,0.796962904593993,-0.9745515920425639,1.475863026202721,0.7956083069659675,-1.1818594760378862,0.5345729970488933,-0.8217648238101808,0.18935496752653375,-0.32198277657350516,1.3274560285648995,-0.8120761811418816,-0.27388079021001427,1.4260823390236623,0.520142695528882,0.0498623388104447,0.039985902630865315,-1.0438408489424629,-0.4878977449679475,-0.515711236828482,-0.29663474237406506,-0.5211334381495579,-0.2627769459508395,0.23621905796933035,-0.1295340915511759,-0.6881375499356153,0.22880110514583937,1.701904275654349,-0.3418020875151089,-0.3515555012573268,0.2063099268391022,0.18187744520231824,-0.3668386172623279,-0.2717887334340771,0.8303653059498987,-0.22061969297163256,-1.6625956580288936,-0.5592470317963725,-0.2155005975912396,0.6518190624690313,-0.10726914043698856,-0.5011897742141243,-0.21256774461469655,-0.1223914380986901,0.12703243416509305,-0.6230045487167705,-0.5366411453125759,0.6116071296647265,-0.12183780245670227,-0.484651424318601,0.4791856851308436,-0.1735576097887195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3025850929940455
-0.41297276531201166,1.1845071452930167,-0.5570818538978968,1.2954751828073685,0.867620474786811,-0.9863078437352396,1.5264347956459583,0.8116046328796837,-1.1818594760378862,0.5611899154342352,-0.8217648238101808,0.16625598530955582,-0.3267570484864033,1.2884303357549616,-0.8432628855262084,-0.28143839131958914,1.4010280883528214,0.4968465614320798,0.04208970143880056,0.12425501328673927,-1.0571291070181383,-0.4878977449679475,-1.6933019296565135,-0.9643363183767076,-0.6133340910329484,4.540751384562042,0.0,-0.23411423106809803,-2.3001937348230457,0.0,1.6550816613546038,0.0,-8.201414414321352e-16,0.2612829965499437,0.302851188530758,-0.6475316919983846,-0.3810751258726857,0.8303653059498987,0.03757278613927418,-0.9654154203436204,-0.7065112956346705,-0.22748250779948648,0.8936058173943504,1.0963603630818037,-0.5207762077096733,-0.2975499202355042,-0.1935140232563106,0.11135744742266714,0.012414085260743434,-0.7808127831140259,0.2997750903606911,-0.12183780245670227,-0.5847808438580254,0.6717546405004396,0.051932719533673295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6286086594223742
-0.41297276531201166,0.7826319496750883,-0.6864841826906476,1.2884372047091843,0.6792002876059628,-0.9745515920425639,1.4126483143986743,0.5876560700876576,-1.1923668975056008,0.5079560786635513,-0.833217396497707,0.15204122702218478,-0.3363055923121996,1.2884303357549616,-0.8120761811418816,-0.28647679205930576,1.3634467123465603,0.481315805367545,0.03043074538133434,-0.21282142933675655,-1.0373762909527129,-0.26434187546828647,-0.5199759541592439,-0.3321718022324404,-0.52301508412677,-0.2114653658239684,0.011808533184411522,0.6664999288674851,-0.662636910463501,0.005075450079574263,1.781028566707401,-0.32648948557764,-0.33719529373611706,0.18166682673371276,0.04247723756597049,-0.9282247667344413,-0.16250234099546845,1.0850946257319247,-0.34971593252708594,-1.5851311871749745,-0.8537755594729686,-0.21419348030410243,0.47846252169761805,-0.2524364413712096,-0.48633110171560784,-0.17361758064685617,-0.08821564933153846,0.19582453673931008,-0.4104966064331861,-0.5757719228472548,0.7292725452747154,-0.12183780245670227,-0.5271542145813185,-0.02464004419004982,1.219847499945724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70805020110221
